ticker,timestamp,open,high,low,close,volume,interval
SPY,1996-06-24T00:00:00-04:00,40.06099124627064,40.210542310185794,39.98621571431307,40.04229736328125,416500.0,1d
SPY,1996-06-25T00:00:00-04:00,40.15449598454571,40.18253683369693,39.948863090770104,39.99559783935547,454400.0,1d
SPY,1996-06-26T00:00:00-04:00,39.948833002427044,40.032955486522,39.71515943549661,39.72450637817383,838200.0,1d
SPY,1996-06-27T00:00:00-04:00,39.724527786825305,40.10775264312174,39.57497662339255,40.00493621826172,1090500.0,1d
SPY,1996-06-28T00:00:00-04:00,40.17318244552168,40.37881530122235,40.06101906968495,40.1451416015625,1060800.0,1d
SPY,1996-07-01T00:00:00-04:00,40.247953804135875,40.50032137327467,40.19187212210503,40.49097442626953,471300.0,1d
SPY,1996-07-02T00:00:00-04:00,40.453594048670645,40.462940997387996,40.27600202304109,40.3414306640625,389400.0,1d
SPY,1996-07-03T00:00:00-04:00,40.32271467695553,40.37879633853683,40.11708191782409,40.257286071777344,308300.0,1d
SPY,1996-07-05T00:00:00-04:00,39.55628441934902,39.74322338163327,39.1076309098668,39.22914123535156,842900.0,1d
SPY,1996-07-08T00:00:00-04:00,39.257175135270266,39.47215490386817,38.95807284852535,39.07023620605469,942000.0,1d
SPY,1996-07-09T00:00:00-04:00,39.24783513157999,39.36934545706476,39.1076309098668,39.22914123535156,716300.0,1d
SPY,1996-07-10T00:00:00-04:00,39.21979737066804,39.38804244995117,38.83657246785646,39.38804244995117,1132300.0,1d
SPY,1996-07-11T00:00:00-04:00,39.21978557620853,39.294561144513985,38.21031540408496,38.59354019165039,1587400.0,1d
SPY,1996-07-12T00:00:00-04:00,38.658985089932614,38.827230189453594,38.33184184086404,38.62159729003906,1312000.0,1d
SPY,1996-07-15T00:00:00-04:00,38.71504754615841,38.71504754615841,37.48125076293945,37.48125076293945,1951300.0,1d
SPY,1996-07-16T00:00:00-04:00,37.59340091534515,37.98597248134328,36.116584071828356,37.57470703125,4141000.0,1d
SPY,1996-07-17T00:00:00-04:00,38.13555129509759,38.285102476647,37.68689775044939,38.02338790893555,1340500.0,1d
SPY,1996-07-18T00:00:00-04:00,38.135529378452546,38.6122234956832,37.88316190462455,38.54679489135742,1432500.0,1d
SPY,1996-07-19T00:00:00-04:00,38.45332298222902,38.50940463947097,38.06075138153538,38.26638412475586,1216000.0,1d
SPY,1996-07-22T00:00:00-04:00,38.00469777527757,38.135555072093574,37.696248432782696,37.98600387573242,519800.0,1d
SPY,1996-07-23T00:00:00-04:00,38.04205397190387,38.24768669607632,37.43450274139435,37.49993133544922,1479800.0,1d
SPY,1996-07-24T00:00:00-04:00,37.05127827658582,37.79903364039179,36.86433943563433,37.57470703125,2463400.0,1d
SPY,1996-07-25T00:00:00-04:00,37.948600705088474,38.02337627298028,37.761661785358974,37.91121292114258,1989800.0,1d
SPY,1996-07-26T00:00:00-04:00,38.02338233188182,38.17293349149591,37.92056590964714,38.116851806640625,642300.0,1d
SPY,1996-07-29T00:00:00-04:00,38.0607511679765,38.116832824903774,37.64948568384316,37.69622039794922,1297900.0,1d
SPY,1996-07-30T00:00:00-04:00,37.94859715669703,38.09814827849683,37.64949491309745,38.060760498046875,1868200.0,1d
SPY,1996-07-31T00:00:00-04:00,38.08880373072705,38.44398766735714,37.99533427371913,38.34117126464844,767100.0,1d
SPY,1996-08-01T00:00:00-04:00,38.37857140557086,39.11698035370532,38.32248971330748,38.976776123046875,1168600.0,1d
SPY,1996-08-02T00:00:00-04:00,39.48152199328785,39.83670614000777,39.331970773616305,39.81801223754883,1098500.0,1d
SPY,1996-08-05T00:00:00-04:00,39.827344525550025,39.83669147333823,39.46281356180995,39.58432388305664,710200.0,1d
SPY,1996-08-06T00:00:00-04:00,39.57495715793243,39.78993684962644,39.35997746623842,39.705814361572266,640000.0,1d
SPY,1996-08-07T00:00:00-04:00,39.85538189062408,39.93015746640386,39.556279587504946,39.80864715576172,917800.0,1d
SPY,1996-08-08T00:00:00-04:00,39.817996863924094,39.817996863924094,39.59367012102875,39.743221282958984,925100.0,1d
SPY,1996-08-09T00:00:00-04:00,39.88340417052733,39.939485826262775,39.518873408246904,39.612342834472656,648800.0,1d
SPY,1996-08-12T00:00:00-04:00,39.631057206683536,39.99558815740539,39.481506047413035,39.90211868286133,764200.0,1d
SPY,1996-08-13T00:00:00-04:00,39.827344525550025,39.85538536891465,39.481507457386364,39.58432388305664,805200.0,1d
SPY,1996-08-14T00:00:00-04:00,39.593649180692786,39.761894148882696,39.481485868566175,39.72450637817383,533800.0,1d
SPY,1996-08-15T00:00:00-04:00,39.62168985445058,39.855363420471164,39.60299596916893,39.64973068237305,632600.0,1d
SPY,1996-08-16T00:00:00-04:00,39.76190227278486,40.00492283204495,39.76190227278486,39.986228942871094,475100.0,1d
SPY,1996-08-19T00:00:00-04:00,39.99558927054717,40.03297706140536,39.855385054828965,40.00493621826172,436400.0,1d
SPY,1996-08-20T00:00:00-04:00,40.014270713793664,40.023617658599505,39.88341348651193,39.97688293457031,645700.0,1d
SPY,1996-08-21T00:00:00-04:00,39.87406532935613,39.96753477457262,39.705820327966435,39.83667755126953,266400.0,1d
SPY,1996-08-22T00:00:00-04:00,39.93015526594644,40.28533923132704,39.91146137303167,40.21056365966797,584800.0,1d
SPY,1996-08-23T00:00:00-04:00,40.135802085111564,40.20123073313108,39.86474054331645,39.99559783935547,757100.0,1d
SPY,1996-08-26T00:00:00-04:00,39.90208697016668,39.94882167029571,39.73384204970217,39.79927062988281,784700.0,1d
SPY,1996-08-27T00:00:00-04:00,39.91147999457796,39.98625560112517,39.78062268312032,39.94886779785156,389400.0,1d
SPY,1996-08-28T00:00:00-04:00,40.042305630991656,40.07969340469006,39.874060649348834,39.88340759277344,227600.0,1d
SPY,1996-08-29T00:00:00-04:00,39.83667786186263,39.83667786186263,39.25716729700213,39.490840911865234,680200.0,1d
SPY,1996-08-30T00:00:00-04:00,39.481493194660366,39.490840139071985,38.958064307609945,39.07957458496094,1500900.0,1d
SPY,1996-09-03T00:00:00-04:00,38.565512744192844,39.388044281150904,38.50943104849115,39.33196258544922,1782000.0,1d
SPY,1996-09-04T00:00:00-04:00,39.33194358079409,39.93014804590123,39.173045519750005,39.36933135986328,930200.0,1d
SPY,1996-09-05T00:00:00-04:00,39.18241367830562,39.3413118253789,38.89265823364258,38.89265823364258,616600.0,1d
SPY,1996-09-06T00:00:00-04:00,39.03284148446756,39.584311227662866,38.96741287086812,39.44410705566406,804900.0,1d
SPY,1996-09-09T00:00:00-04:00,39.5936647008677,39.92080782280593,39.52823607648005,39.911460876464844,719200.0,1d
SPY,1996-09-10T00:00:00-04:00,39.85537345049642,40.02361846037188,39.705822330607134,39.89276123046875,669900.0,1d
SPY,1996-09-11T00:00:00-04:00,39.817978502541976,40.15446846171839,39.72450906943742,40.11708068847656,713500.0,1d
